ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
312,33A-1,Mental Magic,Liars Convention,0:43:57,2,412,"After cutting the cards several times, the top 3 cards are pulled off the deck by 3 spectators. The spectators decide which card to show to the audience. 1 spectator shows their card, the other 2 switch their cards. All 3 make sure their cards are face down.  The magician then attempts to divise who showed the card via vocal inflection. The magician then proceeds to divine the exact card.  Deck is cut again. Each spectator takes a new card. Again 1 spectator shows a card. Again, the magician is able to divine who showed and what the card is.  Trick is repeated a 3rd time. ","magician blindfolded, three spectators choose cards two exchange cards, magicican knows who and the cards, marked stacked deck",NONE
313,33A-1,Mental Magic,Clocks and Cards,1:21:16,2,414,Spectator draws hands on an analog clock representing the time they were born. Assistant receives your watch and uses dials to turn hands to spectator's birth time. A playing card is drawn in under the clock. The assistant is handed a shuffled deck of cards.  Assistant removes 1 card...  It matches drawn card.,"clock time duplication, then drawn card is found by medium",NONE
314,33A-1,Mental Magic,Roughing It,1:41:17,2,416,"5 cards are removed from deck and the deck is turned face up. Spectator remembers 1 of the 5 cards and mixes the packet up.  Spectator then places the 5 face down cards into the face up deck anywhere randomly.  Behind his back, magician locates the face down cards and flips 4 of them over leaving only 1 face down - the spectator's thought of card.",mental reverse variant,NONE
315,34-1,Routining a Magic Show,Introduction,0:00:09,3,21,---,essay,NONE
316,34-1,Routining a Magic Show,The Secret to a Better Routine,0:04:06,---,---,---,essay,NONE
317,34-1,Routining a Magic Show,Scripting,0:27:01,---,---,---,essay,NONE
318,34-1,Routining a Magic Show,Choosing Material,0:40:17,---,---,---,essay,NONE
319,34-1,Routining a Magic Show,Putting it in Order,0:48:46,---,---,---,essay,NONE
320,34-1,Routining a Magic Show,Technical Considerations,1:03:40,---,---,---,essay,NONE
321,34-1,Routining a Magic Show,Acting,1:13:34,---,---,---,essay,NONE
322,35-1,How to Make People Laugh,How To Make People Laugh,0:00:00,3,35,---,Basis of Magic and Laughter,NONE
323,36-2,Intimate Magic,"Christopher's ""Double Cross""",0:00:09,3,53,"Spectator is asked to think of 4 letter words and imagine that those words appear on a blank business card. The spectator says he can see them appearing, but the audience sees just blank business cards.  The spectator holds 4 blank cards and a crayon. Spectator imagines writing each letter of the word he thought of on each of the cards in his hands. When revealed, the letters of his thought of word have been written on his cards.  ","Paper torn into 8 pieces and placed in two piles. Spectator selects one pile, magician draws crosses on each of the other papers. These are burnt. Spectator's papers now have crosses.",NONE
324,36-2,Intimate Magic,"Joe Berg's ""Double Cross""",0:13:27,3,56,Spectator cuts shuffled deck and looks at top card. Magician spreads an invisible deck out in front of Spectator B and gets Them to name the card.,"Palm is shown empty, cardboard is placed on top and two crosses are marked on the cardboard and erased. When removed, the crosses have transferred to the palm.",NONE
325,36-2,Intimate Magic,Tarbell's Sugar Mark,0:29:42,3,58,"Spectator opens sugar pack, magician pours it in hand and transforms it to sugar cube. Spectator writes initials on it.  Magician places sugar cube in water and places spectator's hands over water.  Spectator's initials appear on the spectator's hands in different places.",A mark made on a sugar lump transfers to a plate.,NONE
326,36-2,Intimate Magic,Christopher's Match Book and Coin,0:38:40,3,61,Matches are removed from matchbook and matchbook is torn in half.  Halves are rubbed together and quarter appears between them. Halves are then torn in half again.  Spectator rubs 2 halves together and magician rubs 2 other halves.  Quarter appears between magician's halves.  Magician takes halves from spectator and rubs them together to produce another quarter.  1 of the quarters is rolled up and when it is unrolled a quarter is found inside it.,A coin is produced from a paper match book,NONE
327,36-2,Intimate Magic,Christopher's Match Stickler,0:48:31,3,63,"1 match is removed from matchbook, burnt, and blown out so head of match is now blackened. Match disappears and reappears inside matchbook.  5 matches are then torn out, 1 match is used to light all the other matches left in matchbook (Spectator is holding the 5 that were torn out). Magician grabs the 5 matches and 1 at a time, places them into the spectator's hand. On the 5th one, spectator closes their hand.  Spectator waves matchbook over their hand. 1 match disappears and reappears inside matchbook with burnt matches.","Matches in book are counted. One is removed and burnt. It is found back in the book, but burnt!",NONE
328,36-2,Intimate Magic,Audley Walsh Match Routine,1:00:22,3,65,"2 matches appears at magician's fingertips.  1 disappears, then reappears.  It disappears again and  reappears. 1 match causes another 1 to jump off magician's hand.  The match disappears then reappears.  Both matches then penetrate each other several times. Match is lit, blown out, Magician makes a gun with his fingers and ""shoots"" at the match and the head falls off. ",A sort of multiplying match sticks routine,NONE
329,36-2,Intimate Magic,Match Through Safety Pin,1:11:05,3,68,Optical illusion to teach kids that some things move faster than the eye and brain can work.  Looks like match goes through a safety pin.  (Science),A match penetrates the metal of a safety pin,NONE
330,36-2,Intimate Magic,Match on Edge,1:16:06,3,70,"Several spectator are given matches from a matchbook. They are challenged to cause the match to drop on it edge (long edge). None can do it.  Magician grabs one of them and does it first try by ""cheating"" (slightly bends the match prior to dropping it). Then he grabs another and ""adds magic"" to it and has that spectator drop it.  When they drop it, the match is seen to have split in half.",Bar bet to have a match stand on its edge,NONE
331,36-2,Intimate Magic,Rising and Falling Match,1:20:25,3,71,"Match torn out of matchbook is lit and dropped in bottle of water.  More water is poured into bottle to ""top it off"". Match floats in bottle. At magician's command, match sinks to bottom.  At magician's command, match rises.  It does either all at magician's control, even floating in middle of bottle.  (Science)",Match rises and falls at will in pop bottle of water,NONE
332,36-2,Intimate Magic,A Button off the Vest,1:32:16,3,72,Circular pendant on necklace being held on by bridal hitch is quickly removed and replaced. ,An impromptu tearing off and restoration of a spectator's button,NONE
333,36-1,Intimate Magic,Tavern Trickery,0:00:09,3,75,Quarter is borrowed and placed in spectator's hands. Spectator cuts card deck and card they cut to is placed face up on table. Quarter is shaken in hands. Quarter is flipped by spectator to reveal the card is now written on borrowed quarter. Another card is selected. That card is now written on the other side of the quarter. ,A card is revealed by the inside of a bottle cap previously shown empty,NONE
334,36-1,Intimate Magic,Christopher's Finger Tip Telepathy,0:08:41,3,76,"Spectator A selects a card. Spectator B is able to name whether it's red or black, then the suit, then the value. Spectator A confirms all then shows the card.  ",A spectator predicts another spectator's card,NONE
335,36-1,Intimate Magic,The Phantom Safety Pin,0:14:17,3,79,Safety pin stuck in handkerchief is moved without ripping cloth. ,A safety pin is torn along a handkerchief without harming it.,NONE
336,36-1,Intimate Magic,"Ring Rope and Pin, Tom Osbornes Spirit Knot, Ring and the Knot",0:18:49,3,81,"Rope is laid on table with ends hanging off.  Borrowed ring is laid next to it. Handkerchief is used to cover it. Magician's hands go under handkerchief and ring is placed onto rope (without using ends). It is done again but this time, there is a knot placed in rope and ring is tied into knot.  Magician again ties knot and makes ring penetrate rope and ring ends up tied to knot on rope.",A ring is placed on a rope under a handkerchief while the ends are in view.,NONE
337,36-1,Intimate Magic,A Fountain Pen Nifty,0:35:35,3,88,Sharpie cap vanishes from hand and appears back on Sharpie,"As above, without using a safety pin.",NONE
338,36-1,Intimate Magic,Joe Berg's Criss-Cross Paper Napkin,0:37:46,3,89,Half of napkin is balled up and covered by spectator. Other half is torn into pieces and balled up then magically switched with spectator's piece.  Then the whole napkin is restored.  ,"A ring is threaded on a rope, and instantly becomes knotted upon it",NONE
339,36-1,Intimate Magic,Psychometric Crayons,0:45:57,3,94,"Magician hands 3 crayons to child. He miscalls the incorrect color each time. 1 crayon is placed into magician's hands, other 2 are placed behind child's back. Magician guesses the correct color in his hand.  This time child places 2 crayons in magician's hand and thinks about the 1 behind his own back.  Magician gets it correct.  Child places all crayons in magician's hands. Magician tries to remember the colors of the crayons behind his back.  Child requests any color crayon and magician instantly pulls it out.  ","The cap of a fountain pen disappears, to reappear back on the pen",NONE
340,36-1,Intimate Magic,"Nifty Knots, Vanishing Knot Flourishes",0:59:07,3,96/99,"A knot appears and disappears in a rope, finally ending with 2 knots appearing in the rope.","Napkin torn into four. Two are torn and rolled, other two are just rolled. Two torn exchange with two untorn pieces. Torn pieces then restore themselves. Finally, all are rolled and restore into the original napkin. Close-up",NONE
